AÑO|MES|CODIGO_SECTOR_N1|PROVINCIA|CANTON|VENTAS_NETAS_TARIFA_12|VENTAS_NETAS_TARIFA_0|EXPORTACIONES|COMPRAS_NETAS_TARIFA_12|COMPRAS_NETAS_TARIFA_0|IMPORTACIONES|COMPRAS_RISE|TOTAL_COMPRAS|TOTAL_VENTAS
2024|1|I|ORELLANA|LA JOYA DE LOS SACHAS|477590,9400|39902,9500|0,0000|263026,9500|344097,9800|0,0000|13749,6500|620874,5800|517493,8900
2024|1|H|CHIMBORAZO|GUAMOTE|6741,0800|7828,8100|0,0000|10381,0600|701,0800|0,0000|0,0000|11082,1400|14569,9000
2024|1|Q|MANABI|PEDERNALES|1680,0000|5724,7900|0,0000|5109,2600|12712,8500|0,0000|5,1200|17827,2300|7404,7900
2024|1|Q|SANTO DOMINGO DE LOS TSACHILAS|SANTO DOMINGO|201748,1100|2413342,2700|0,0000|1323348,2200|1526294,2900|0,0000|124670,2900|2974312,8000|2615090,3800
2024|1|M|TUNGURAHUA|MOCHA|17384,5400|3753,8200|0,0000|40073,7400|3205,6100|0,0000|0,0000|43279,3500|21138,3600
2024|6|A|GUAYAS|GUAYAQUIL|14933912,6800|263863976,7400|286325634,9900|98667616,4400|317257607,6200|19984748,8700|3322400,5600|441694112,7500|565156943,4500
2024|1|L|SUCUMBIOS|GONZALO PIZARRO|2609,2600|100,0000|0,0000|934,7900|139,0200|0,0000|0,0000|1073,8100|2709,2600
2024|1|I|IMBABURA|SAN MIGUEL DE URCUQUI|73671,6100|17861,8500|0,0000|33733,4300|13430,6300|0,0000|235,5000|47399,5600|91533,4600
2024|1|C|CARCHI|TULCAN|105807,6400|672722,1800|0,0000|141757,5900|659366,4000|58725,1400|624,6000|860473,7300|779029,8200
2024|1|K|IMBABURA|OTAVALO|49352,8600|953307,6900|0,0000|829432,3900|280577,5300|0,0000|56367,2000|1166377,1200|1002660,5600
2024|3|J|MANABI|SUCRE|32148,0600|1624,9800|0,0000|99578,8800|4614,1600|0,0000|0,0000|104193,0400|33773,0400
2024|3|Q|AZUAY|GUALACEO|14992,0000|176343,6300|0,0000|286181,4800|51489,7500|0,0000|2157,7900|339829,0200|191335,6300
2024|3|R|CHIMBORAZO|CHAMBO|0,0000|5,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|5,0000
2024|3|E|GUAYAS|DURAN|2700040,9500|568490,2800|1952340,8400|1746105,7600|1110376,5300|641261,4100|16016,3100|3513764,9200|5220872,0700
2024|3|B|CARCHI|ESPEJO|8,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|8,0000
2024|4|M|GUAYAS|PEDRO CARBO|263667,3200|16820,6900|0,0000|34323,9900|7342,3400|0,0000|0,0000|42064,9900|280488,0100
2024|4|S|ZAMORA CHINCHIPE|YACUAMBI|0,0000|576,0000|0,0000|1489,8600|0,0000|0,0000|0,0000|1489,8600|576,0000
2024|4|D|TUNGURAHUA|BAÑOS DE AGUA SANTA|39200,9100|1606121,6500|0,0000|96862,8700|10266,9000|14599,0700|2644,1800|124460,1700|1645322,5600
2024|4|Q|MANABI|CHONE|22261,0700|66108,0200|0,0000|745256,0300|260361,8300|0,0000|5190,2100|1010836,5700|88369,0900
2024|4|R|GUAYAS|CORONEL MARCELINO MARIDUEÑA|0,0000|1645,0000|0,0000|0,0000|985,0000|0,0000|0,0000|985,0000|1645,0000
2024|4|C|EL ORO|EL GUABO|310075,0100|60910,3100|1142351,5500|493659,0600|782580,5300|0,0000|3390,4800|1287488,0400|1515944,1100
2024|4|Q|SUCUMBIOS|GONZALO PIZARRO|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000
2024|2|C|MORONA SANTIAGO|PALORA|50651,7800|25731,1000|0,0000|53108,5500|17084,1600|520,0000|0,0000|70712,7100|76382,8800
2024|2|Q|ESMERALDAS|MUISNE|56,0000|2675,0000|0,0000|1711,0500|696,3200|0,0000|0,0000|2407,3700|2731,0000
2024|6|S|MANABI|PORTOVIEJO|1512573,7900|2956037,9500|20573,0000|1686516,1000|1441647,6900|1964,2300|131210,4800|3272013,7600|4503207,9800
2024|3|O|ZAMORA CHINCHIPE|EL PANGUI|2804,3000|292337,8200|0,0000|542374,5900|16978,6400|0,0000|595,5000|559948,7300|295142,1200
2024|3|I|GUAYAS|PEDRO CARBO|34218,8300|6047,7900|0,0000|20605,2700|3748,0800|0,0000|3150,5000|27503,8500|40266,6200
2024|3|E|AZUAY|GUALACEO|5177,0100|157277,9300|0,0000|218136,2700|37152,7700|0,0000|1426,1900|256715,2300|162454,9400
2024|3|C|EL ORO|PORTOVELO|467745,9400|184204,9900|13573,7000|374342,0000|101149,7100|5,5500|6380,8500|481878,1100|665524,6300
2024|3|O|ORELLANA|AGUARICO|0,0000|7673,5300|0,0000|2166742,6500|69085,9800|0,0000|150,0000|2235978,6300|7673,5300
2024|3|C|NAPO|ARCHIDONA|47616,8200|2544,4900|0,0000|23498,4200|2044,2900|0,0000|0,0000|25542,7100|50161,3100
2024|3|P|EL ORO|SANTA ROSA|4917,4300|98141,5800|0,0000|25507,8400|2064,2300|0,0000|3714,0000|31286,0700|103059,0100
2024|1|P|EL ORO|SANTA ROSA|3143,9800|153973,5800|0,0000|10834,1300|4532,7000|0,0000|427,7000|15794,5300|157117,5600
2024|3|P|PICHINCHA|PUERTO QUITO|0,0100|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0100
2024|4|N|LOJA|CHAGUARPAMBA|0,0000|1050,0000|0,0000|27,0000|450,0000|0,0000|0,0000|477,0000|1200,0000
2024|4|F|IMBABURA|SAN MIGUEL DE URCUQUI|76293,8700|750,0000|0,0000|19786,1900|17123,2100|0,0000|599,4300|46913,5200|85209,7100
2024|4|T|LOS RIOS|BABAHOYO|1540,2100|0,0000|0,0000|830,7000|0,0000|0,0000|0,0000|830,7000|1540,2100
2024|4|Q|MANABI|PORTOVIEJO|795355,3400|10472025,0300|0,0000|15395046,9300|5662099,8900|9607,4600|125587,4900|21392502,1400|11267382,4100
2024|4|E|EL ORO|EL GUABO|0,0000|4137,4500|0,0000|283,8100|247,4500|0,0000|63,7800|595,0400|4137,4500
2024|4|Q|LOJA|GONZANAMA|5271,8500|4434,0000|0,0000|1810,5900|1317,6900|0,0000|0,0000|3128,2800|9707,9500
2024|2|O|LOS RIOS|PALENQUE|0,0000|0,0000|0,0000|118659,1900|150,0000|0,0000|276,7000|119085,8900|0,0000
2024|2|C|MANABI|TOSAGUA|17741,6100|33945,8200|0,0000|34168,9600|16410,1700|320,0000|80,0000|50979,1300|51737,4300
2024|2|R|CARCHI|TULCAN|14940,6600|5012,0000|0,0000|157054,3000|10004,2400|0,0000|580,0000|167638,5400|19952,6600
2024|2|P|IMBABURA|SAN MIGUEL DE URCUQUI|961,8300|14894,7400|0,0000|113503,9900|12465,7500|0,0000|0,0000|125969,7400|15856,5700
2024|3|C|LOS RIOS|MONTALVO|31285,7200|40924,1800|0,0000|52358,3200|48089,4400|0,0000|697,2500|101145,0100|72209,9000
2024|3|S|TUNGURAHUA|MOCHA|401,9500|3724,4500|0,0000|502,8700|1724,1800|0,0000|101,7700|2328,8200|4126,4000
2024|3|N|GUAYAS|CORONEL MARCELINO MARIDUEÑA|89632,3700|56375,5400|0,0000|51342,5100|4253,6200|0,0000|0,0000|55596,1300|146007,9100
2024|3|U|EL ORO|ARENILLAS|1542,3200|7186,2500|0,0000|1914,3100|4923,8800|0,0000|0,0000|6838,1900|8728,5700
2024|3|G|EL ORO|CHILLA|90,0000|120,0000|0,0000|984,9200|690,3000|0,0000|0,0000|1675,2200|210,0000
2024|3|S|CHIMBORAZO|CUMANDA|18543,7300|25862,1700|0,0000|5811,2900|18021,8400|0,0000|807,5000|24640,6300|44420,9000
2024|3|O|CARCHI|MONTUFAR|6811,0400|15735,0200|0,0000|262869,7200|34990,7800|0,0000|10162,0000|308022,5000|22546,0600
2024|3|Q|PICHINCHA|SAN MIGUEL DE LOS BANCOS|1012,7900|7732,7500|0,0000|3815,9900|1228,4700|0,0000|1320,1000|6364,5600|8745,5400
2024|4|L|GUAYAS|BALZAR|31870,5200|3638,8700|0,0000|9585,3500|2541,4100|0,0000|0,0000|12126,7600|35509,3900
2024|4|F|GUAYAS|NARANJITO|45972,0900|4350,0100|0,0000|41109,4100|2836,2300|8,0100|0,0000|45587,7100|50522,1100
2024|4|F|PICHINCHA|PEDRO MONCAYO|306462,6300|173460,3200|0,0000|121249,7500|90452,3800|0,0000|28750,8000|247785,7800|479927,9600
2024|4|C|GALAPAGOS|SAN CRISTOBAL|43837,3900|26041,8300|0,0000|29648,5100|10903,3800|0,0000|2720,7500|43272,6400|69889,2200
2024|4|R|IMBABURA|SAN MIGUEL DE URCUQUI|1100,0000|0,0000|0,0000|20,0000|264,3000|0,0000|0,0000|284,3000|1100,0000
2024|4|H|LOJA|CELICA|1215,5800|1410,0000|0,0000|1346,6300|638,5000|0,0000|0,0000|1985,1300|2625,5800
2024|2|Q|GALAPAGOS|SANTA CRUZ|7163,6400|23027,4300|0,0000|147748,1900|19896,0400|0,0000|213,2500|167857,4800|30191,0700
2024|2|R|EL ORO|EL GUABO|5571,7800|0,0000|0,0000|7969,5800|261,8700|0,0000|0,0000|8231,4500|5571,7800
2024|2|F|LOJA|CHAGUARPAMBA|206,0000|0,0000|0,0000|2311,0200|0,0000|0,0000|0,0000|2311,0200|206,0000
2024|3|L|EL ORO|BALSAS|10640,9600|13673,5000|0,0000|1286,7700|11842,1400|0,0000|0,0000|13128,9100|24314,4600
2024|3|P|GUAYAS|GENERAL ANTONIO ELIZALDE|500,0000|11409,6200|0,0000|516,6400|13,5000|0,0000|0,0000|530,1400|11909,6200
2024|3|B|ESMERALDAS|QUININDE|100295,1200|9149,6500|0,0000|59341,9500|2766,0000|0,0000|100,0000|62207,9500|109444,7700
2024|3|R|GUAYAS|DURAN|106887,0200|68017,4600|0,0000|115009,1000|7591,9900|5328,0000|5495,0000|133424,0900|174904,4800
2024|3|Q|TUNGURAHUA|CEVALLOS|500,0000|13431,2800|0,0000|4305,6400|5074,2300|0,0000|607,0000|9986,8700|13931,2800
2024|3|F|MANABI|24 DE MAYO|0,0100|6537,8100|0,0000|213,3000|125,8800|0,0000|0,0000|339,1800|6537,8200
2024|3|W|COTOPAXI|LA MANA|3500,0000|0,0000|0,0000|3701,3000|35,0300|0,0000|0,0000|3736,3300|3500,0000
2024|1|L|LOJA|PALTAS|7140,0400|200,0000|0,0000|7512,0800|726,7100|0,0000|0,0000|8238,7900|7340,0400
2024|5|F|SUCUMBIOS|SHUSHUFINDI|1148347,3800|58893,9700|0,0000|337918,1500|23224,6900|199,5800|5650,0000|377513,6100|1208552,6200
2024|5|H|CAÑAR|AZOGUES|58288,1900|2787302,9500|0,0000|461314,6700|1756250,7500|340,8200|23044,5000|2242333,0200|2846096,1400
2024|5|C|GUAYAS|GUAYAQUIL|388120967,7500|187040927,2200|154389405,0800|183526684,7800|212755324,2900|169804310,0700|2688317,6000|587772668,2200|763778426,1800
2024|5|A|ZAMORA CHINCHIPE|ZAMORA|66379,8900|101242,4600|60950,0000|33108,8100|125432,6400|0,0000|108,6000|159126,7000|228572,3500
2024|5|D|CARCHI|SAN PEDRO DE HUACA|0,0000|4436,4900|0,0000|1121,9300|1591,6400|0,0000|0,0000|2713,5700|4436,4900
2024|5|S|PICHINCHA|PUERTO QUITO|10660,9800|3956,9400|0,0000|10960,9300|8130,1400|0,0000|108,9500|19207,3100|14617,9300
2024|5|B|TUNGURAHUA|SAN PEDRO DE PELILEO|7332,8000|1982,2500|0,0000|6978,6200|82,5700|0,0000|0,0000|7061,1900|9315,0500
2024|5|G|IMBABURA|OTAVALO|6853669,1700|1407080,8100|326681,0200|6267303,1600|1268838,3700|744747,0200|77410,5100|9141195,9800|9417265,0000
2024|5|C|MANABI|JAMA|55400,0700|7672,1500|0,0000|24870,3800|15120,0500|0,0000|0,0000|39990,4300|63072,2300
2024|5|G|GUAYAS|NARANJITO|1831522,1500|1506993,1300|0,0000|1935908,1900|1224186,5500|0,0000|11982,4300|3183311,2000|3342140,4300
2024|5|E|MANABI|MANTA|279798,6900|1554763,9800|10688,4000|471099,1800|235967,1600|144154,9400|2746,6600|853967,9400|1845251,2700
2024|5|G|LOS RIOS|BUENA FE|4161495,3700|5490768,0300|583513,6000|4082671,3300|4611851,2900|1098,0100|217828,6900|8988063,5000|10290535,8400
2024|5|N|GALAPAGOS|SANTA CRUZ|5151692,5900|11548530,5000|627390,4700|7417025,2400|3518420,3500|681158,5000|264841,9100|11890564,7700|17371407,2400
2024|5|I|PICHINCHA|MEJIA|400129,3900|88530,2000|0,0000|192879,9500|150841,2700|0,0000|6975,8500|352934,3800|500533,6000
2024|5|L|CAÑAR|CAÑAR|67645,8900|3902,6300|0,0000|18967,9200|2638,8300|22,2000|200,5400|21889,4400|71548,5200
2024|5|O|LOS RIOS|VALENCIA|0,0000|59158,5300|0,0000|713330,7900|4392,1100|0,0000|0,0000|717806,5700|59158,5300
2024|5|G|LOJA|SARAGURO|1448901,8100|626846,3700|0,0000|1471810,8200|566907,9400|121525,9100|7475,0000|2176581,9900|2109542,6600
2024|5|G|ZAMORA CHINCHIPE|CHINCHIPE|146516,3100|75096,4200|0,0000|146868,3700|64236,6400|0,0000|845,0000|257513,9200|235801,5200
2024|5|G|CHIMBORAZO|COLTA|592441,9800|166651,7400|0,0000|573570,1900|118091,5300|83,1900|16241,6100|707994,0400|766108,8400
2024|5|M|MANABI|CHONE|826584,2900|196070,4200|0,0000|594976,9300|171987,6000|361,8000|1242,0000|786578,8400|1025466,7500
2024|5|C|CARCHI|TULCAN|148970,3000|86187,7400|0,0000|162323,7600|106001,1400|52419,0600|5914,0500|326658,0100|235158,0600
2024|5|C|MANABI|ROCAFUERTE|8516,1900|86383,5600|0,0000|23312,8100|30827,0000|0,0000|1085,1000|55224,9100|94899,7600
2024|5|C|PICHINCHA|CAYAMBE|1413821,3500|1758915,1900|40985,5300|1122486,2900|1315029,1400|0,0000|24142,1500|2464586,2300|3214394,5700
2024|5|C|LOJA|LOJA|3015993,7200|3086984,7100|239874,5900|2342129,8400|1666451,2900|457933,0800|41157,7300|4822318,6600|7142308,4600
2024|2|D|MORONA SANTIAGO|MORONA|679,0000|2665099,5300|0,0000|83085,3300|668408,6800|0,0000|6008,0700|757502,0800|2665778,5300
2024|5|R|LOJA|LOJA|157798,1300|54498,1300|0,0000|114305,7000|56356,0500|42354,1900|30077,1200|243746,5400|297337,6700
2024|5|J|TUNGURAHUA|AMBATO|1783875,9500|21620,9300|7978,3300|665000,5500|53324,9400|5092,9900|36956,8000|760591,2900|1813475,2200
2024|5|G|GUAYAS|BALZAR|1946239,5500|6756068,9500|14546,4000|1497486,7400|5374346,5800|569,1000|19424,4800|7261206,6500|8747601,9900
2024|5|C|CAÑAR|AZOGUES|406515,6200|158946,0800|0,0000|855462,4300|111396,4800|0,0000|5647,0300|1113093,3600|730126,1100
2024|5|I|ORELLANA|ORELLANA|2521198,4500|136532,1500|0,0000|710538,3900|795438,9700|48462,9300|101865,0400|1659184,4600|2657986,3100
2024|5|A|GUAYAS|SAN JACINTO DE YAGUACHI|175230,5900|5479380,4600|0,0000|440734,0300|2672052,5300|1074,0000|125786,7600|3245251,5400|5654611,0500
2024|5|E|LOS RIOS|VALENCIA|51343,5600|377,5000|0,0000|13066,0600|0,0000|0,0000|0,0000|13066,0600|51721,0600
2024|5|N|GUAYAS|GUAYAQUIL|82128329,8600|7940106,6600|2957709,6600|28997062,0700|10583794,3000|2174658,6700|877310,3900|42985672,7100|93159155,8100
2024|5|C|TUNGURAHUA|SANTIAGO DE PILLARO|188161,7600|1843964,0700|108112,2800|554233,8800|1030922,4200|0,0000|96542,7100|1684074,6300|2141489,5600
2024|5|G|GUAYAS|GUAYAQUIL|1435241291,1900|553729871,0800|331305433,8900|979204374,5200|605330178,9000|411707354,7800|6684445,7200|2022906647,3100|2330550321,6600
2024|5|C|GUAYAS|DURAN|74836814,0100|215365064,0400|37856979,1000|49797628,2600|117816365,9600|94067498,4400|421147,6200|266908544,0700|328348987,6200
2024|5|N|GALAPAGOS|SAN CRISTOBAL|477772,9900|4360419,3100|0,0000|1413349,5900|1287854,5400|80358,1400|53037,5000|2856621,7600|4840048,9900
2024|6|I|MORONA SANTIAGO|PALORA|2593,8500|25091,2600|0,0000|19419,4000|3661,7700|0,0000|0,0000|23081,1700|27685,1100
2024|6|G|NAPO|TENA|6933081,5000|4984855,2800|0,0000|7564752,9600|2611697,7200|2517,8700|432716,9800|10820128,7000|12095130,4900
2024|6|M|SANTO DOMINGO DE LOS TSACHILAS|SANTO DOMINGO|7578783,5900|2624227,7100|3950,0000|4704639,3900|1062762,1500|92351,7700|252481,1600|6308646,8300|10338736,9600
2024|6|N|COTOPAXI|PANGUA|11581,8100|1,0000|0,0000|14515,4200|0,0000|0,0000|0,0000|14515,4200|11582,8100
2024|1|C|NAPO|EL CHACO|5375,2200|31634,2700|0,0000|10451,2500|5895,1500|0,0000|0,0000|16346,4000|37019,4900
2024|2|F|IMBABURA|COTACACHI|188466,6300|159600,0000|0,0000|163719,7000|11538,5000|0,0000|20723,2300|195981,4300|348066,6300
2024|2|A|CHIMBORAZO|PENIPE|4379,6000|96201,9100|0,0000|7136,3200|62713,2500|0,0000|0,0000|69849,5700|100581,5100
2024|2|F|GUAYAS|GENERAL ANTONIO ELIZALDE|52918,5700|5218,7600|0,0000|32106,7100|7480,7800|0,0000|8855,5500|48443,0400|58137,3300
2024|1|P|PASTAZA|PASTAZA|24532,1900|31713,7200|0,0000|63675,4700|27266,1800|0,0000|5733,1500|96674,8000|56245,9100
2024|2|H|CAÑAR|EL TAMBO|37233,3700|392392,7500|0,0000|126830,9200|256951,6900|0,0000|5945,7800|389728,3900|430126,1200
2024|2|J|EL ORO|PORTOVELO|32292,1200|0,0000|0,0000|10711,2800|791,3700|0,0000|175,3000|11677,9500|32292,1200
2024|1|A|NAPO|CARLOS JULIO AROSEMENA TOLA|5,0000|24585,3600|0,0000|4571,2000|5287,2700|0,0000|0,0000|9858,4700|24590,3600
2024|2|J|MANABI|BOLIVAR|3837,6700|0,0300|0,0000|8064,6300|304,7900|0,0000|0,0000|8369,4200|3837,7000
2024|2|K|LOS RIOS|URDANETA|300,0000|0,0000|0,0000|246,7200|0,0000|0,0000|0,0000|246,7200|300,0000
2024|2|P|GUAYAS|DURAN|79359,9000|2266026,8900|0,0000|676512,7300|238899,9000|0,0000|27320,3000|942732,9300|2345647,8900
2024|2|Q|BOLIVAR|CHILLANES|712,2900|13933,8500|0,0000|1920,4000|10720,7300|0,0000|0,0000|12641,1300|14646,1400
2024|2|F|CARCHI|MIRA|13601,2300|0,0000|0,0000|122053,3100|15004,0900|0,0000|1146,6200|138204,0200|13601,2300
2024|2|A|GUAYAS|ALFREDO BAQUERIZO MORENO|6322,0800|590989,0000|0,0000|39620,3100|398320,0200|0,0000|0,0000|438140,3300|597311,0800
2024|2|J|ZAMORA CHINCHIPE|YANTZAZA|53564,0300|9445,3600|0,0000|53720,6700|4667,0400|0,0000|11124,7300|69512,4400|63009,3900
2024|2|M|SANTA ELENA|SALINAS|1207002,4700|161800,3100|4879,0700|942925,0200|100466,5100|13483,3600|189,1700|1057079,0100|1373691,8700
2024|1|H|ORELLANA|LORETO|304,3900|85421,6200|0,0000|15036,8600|46065,0600|0,0000|2130,7500|63232,6700|85726,0100
2024|2|I|ESMERALDAS|QUININDE|138771,8600|38381,4300|0,0000|47392,8600|23990,6800|0,0000|1440,1000|72823,6400|177153,2900
2024|1|S|LOS RIOS|PALENQUE|5200,0500|17194,2500|0,0000|6130,9700|5523,7900|0,0000|0,0000|11654,7600|22394,3000
2024|6|S|EL ORO|PASAJE|834504,7800|751594,9200|0,0000|788642,4400|416916,8300|0,0000|15595,7100|1221235,1600|1592975,0600
2024|1|A|MANABI|24 DE MAYO|7361,0700|266629,3800|0,0000|18682,6600|267838,8400|0,0000|0,0000|286521,5000|273990,4500
2024|1|X|LOS RIOS|QUEVEDO|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000
2024|1|M|CHIMBORAZO|PENIPE|38061,0600|4884,2900|0,0000|99706,6100|11392,0300|0,0000|40,7000|111139,3400|42945,3500
2024|1|L|GALAPAGOS|ISABELA|13620,7200|5948,9600|0,0000|9709,2400|4691,5300|152,0000|772,2500|15325,0200|19569,6800
2024|1|E|CAÑAR|CAÑAR|28748,3300|284088,9800|0,0000|103023,0000|23509,4500|0,0000|13306,9500|139839,4000|312837,3100
2024|1|D|NAPO|QUIJOS|2595,0000|294933,5200|0,0000|124111,7500|83866,6100|0,0000|1573,5000|209551,8600|297528,5200
2024|1|G|LOJA|OLMEDO|8704,8800|1129,2600|0,0000|25730,6100|5368,1900|0,0000|0,0000|31098,8000|9834,1400
2024|1|G|GUAYAS|GENERAL ANTONIO ELIZALDE|1043175,5700|1019918,6100|0,0000|987684,6300|935397,7600|0,0000|5095,0600|1928177,4500|2063094,1900
2024|2|A|LOS RIOS|MOCACHE|63615,9100|4581794,4900|0,0000|753959,3100|2326973,1500|0,0000|63330,5000|3144262,9600|4645860,4200
2024|2|I|TUNGURAHUA|BAÑOS DE AGUA SANTA|854529,5500|129624,0300|8714,6200|388452,9000|166781,9400|928,9600|38516,8400|594680,6400|992868,2000
2024|2|S|LOS RIOS|QUEVEDO|775529,1800|536572,2600|0,0000|806497,6700|170596,0700|40,0000|18926,0000|996179,7400|1312101,4500
2024|2|B|ESMERALDAS|ESMERALDAS|17486,9800|356,5000|0,0000|11832,5500|809,1200|0,0000|0,0000|12641,6700|17843,4800
2024|2|C|LOJA|OLMEDO|150,0000|815,0000|0,0000|359,0400|0,0000|0,0000|0,0000|359,0400|965,0000
2024|2|F|COTOPAXI|PANGUA|95828,5300|0,0100|0,0000|199597,6600|5583,9600|0,0000|0,0000|205181,6200|95828,5400
2024|2|N|BOLIVAR|CALUMA|700,7500|8875,0000|0,0000|3387,0400|32,6400|0,0000|2275,0000|5694,6800|9575,7500
2024|2|J|AZUAY|CUENCA|3732646,6700|132295,7000|131828,3700|2489603,3800|192091,2500|62890,6300|67390,3500|2812837,0000|3996770,7400
2024|2|O|GUAYAS|SIMON BOLIVAR|1585,9500|0,0000|0,0000|105548,8400|1958,5300|0,0000|0,0000|107507,3700|1585,9500
2024|2|Q|AZUAY|SIGSIG|407,1400|9378,0500|0,0000|4588,8900|624,0800|0,0000|0,0000|5212,9700|9785,1900
2024|2|R|LOS RIOS|QUEVEDO|31056,9300|54618,0000|0,0000|32323,4800|6917,5200|0,0000|4499,1000|43740,1000|85674,9300
2024|2|G|ZAMORA CHINCHIPE|EL PANGUI|2029205,3800|510301,6200|0,0000|1988879,3500|276541,5600|0,0000|10110,3500|2275531,2600|2539517,0000
2024|2|F|MANABI|JARAMIJO|158363,2100|0,0000|0,0000|159955,7600|26139,6200|0,0000|51530,8800|237626,2600|158363,2100
2024|2|G|GUAYAS|COLIMES|522351,7900|530220,9900|0,0000|530671,0900|400045,8400|0,0000|5110,0000|935826,9300|1052572,8100
2024|2|S|BOLIVAR|CHILLANES|1408,6700|2467,3100|0,0000|1924,8400|420,9800|0,0000|0,0000|2345,8200|3875,9800
2024|2|R|MANABI|PICHINCHA|10,0100|0,0000|0,0000|0,8900|8,4900|0,0000|0,0000|9,3800|10,0100
2024|2|C|ZAMORA CHINCHIPE|PALANDA|457,3500|321,7500|0,0000|1389,6000|408,2300|0,0000|0,0000|1797,8300|779,1000
2024|1|N|CARCHI|MIRA|710,0000|35,0000|0,0000|424,2300|30,9900|0,0000|0,0000|455,2200|745,0000
2024|2|G|BOLIVAR|CHIMBO|459859,2000|149840,8000|0,0000|472092,3300|161495,2200|0,0000|2106,7700|635694,3200|609700,0000
2024|2|S|MANABI|JIPIJAPA|58410,5300|22242,8100|0,0000|25592,5100|7081,4700|0,0000|189,4000|32863,3800|80653,3400
2024|6|Q|GUAYAS|GUAYAQUIL|11477111,0300|163389956,5900|42401,2700|79516023,5300|56600724,0400|486553,1500|1742843,7200|138862754,9100|174993416,4300
2024|1|I|LOS RIOS|QUEVEDO|425871,8200|191721,0400|0,0000|214374,7100|141253,0100|5482,4500|13842,7000|374952,8700|617697,8600
2024|6|Q|CARCHI|TULCAN|51011,3400|760251,4800|0,0000|412266,3100|334180,1200|0,0000|1589,2200|748222,8900|811262,8300
2024|1|I|TUNGURAHUA|SANTIAGO DE PILLARO|10614,4400|4394,0700|0,0000|9818,5300|5487,8300|0,0000|0,0000|15306,3600|15008,5100
2024|1|S|COTOPAXI|SAQUISILI|329370,9800|44552,6200|0,0000|237586,2100|19842,0200|0,0000|4974,6500|262402,8800|373923,6000
2024|1|R|LOJA|PUYANGO|0,0000|450,0100|0,0000|78,0000|0,0000|0,0000|0,0000|78,0000|450,0100
2024|1|H|CHIMBORAZO|PALLATANGA|17828,9500|40748,8900|0,0000|24210,7500|6738,8600|0,0000|0,0000|30949,6100|58577,8400
2024|2|C|ESMERALDAS|ELOY ALFARO|3987,4800|2521,1400|0,0000|5471,6200|0,0000|290,0000|0,0000|5761,6200|6508,6200
2024|2|O|PASTAZA|PASTAZA|45147,8200|89854,8100|0,0000|1938648,7700|79727,4300|0,0000|15073,4200|2033449,6200|135002,6300
2024|2|S|GUAYAS|PLAYAS|39110,1100|26857,5800|0,0000|47991,3900|3040,2700|0,0000|450,0000|51481,6600|66218,5400
2024|2|I|MANABI|PEDERNALES|91133,2700|144079,9200|0,0000|80310,3300|74507,1300|111,0000|4408,0000|159336,4600|235213,2000
2024|2|L|GUAYAS|BALAO|7561,6300|0,0000|0,0000|3209,9500|3892,5600|0,0000|0,0000|7102,5100|7561,6300
2024|2|F|BOLIVAR|CALUMA|65716,5700|3160,0400|0,0000|53683,3600|1132,7000|0,0000|0,0000|54816,0600|68876,6100
2024|2|M|LOJA|CELICA|35546,0800|18660,5900|0,0000|43014,0100|18012,3700|0,0000|455,1000|61481,4800|54206,6700
2024|2|I|CHIMBORAZO|GUANO|97551,2500|37531,7500|0,0000|94285,2800|25330,5900|0,0000|8386,0300|128001,9100|135083,0100
2024|2|P|ZAMORA CHINCHIPE|ZAMORA|2243,6700|4199,7800|0,0000|2600,1600|500,5400|0,0000|0,0000|3100,7000|6443,4500
2024|2|S|ORELLANA|AGUARICO|117250,6000|67216,8300|0,0000|33737,6500|38439,0700|0,0000|2642,2500|74818,9700|184467,4300
2024|1|S|MANABI|FLAVIO ALFARO|21,0400|10285,0200|0,0000|3423,6800|3793,7500|0,0000|899,0000|8116,4300|10306,0700
2024|2|E|PICHINCHA|RUMIÑAHUI|630382,5400|3388,3200|0,0000|562328,1100|79944,9000|0,0000|1904,6800|644177,6900|633770,8600
2024|2|A|IMBABURA|ANTONIO ANTE|45792,5300|151830,7600|18993,8400|34552,0000|342151,3600|0,0000|4753,4100|381456,7700|216617,1300
2024|2|F|CARCHI|TULCAN|95800,1700|6750,2300|0,0000|113216,2500|1303,3500|0,0000|1600,7500|116120,3500|102550,4000
2024|2|S|MORONA SANTIAGO|TAISHA|5870,2900|16890,1500|0,0000|24297,1900|15921,2400|0,0000|0,0000|40218,4300|22760,4400
2024|2|A|GUAYAS|BALAO|11045,8600|2057140,5000|0,0000|269902,5900|926681,6000|0,0000|49829,8100|1246414,0000|2068186,3600
2024|1|R|MANABI|FLAVIO ALFARO|215,9100|300,0000|0,0000|554,3800|0,0000|0,0000|0,0000|554,3800|515,9100
2024|1|S|MANABI|SANTA ANA|20329,6600|2573,6300|0,0000|12026,6700|12570,2000|0,0000|0,0000|24596,8700|22903,3000
